rank,CpG_index,importance,importance_scaled,loading_V_factor_01,loading_V_factor_02,loading_V_factor_03,loading_V_factor_04,loading_V_factor_05,importance_component_factor_01,importance_component_factor_02,importance_component_factor_03,importance_component_factor_04,importance_component_factor_05
166,116388,237.3933,2.175728e-05,-0.005022111,1.848218e-05,-0.0008510877,-0.0001527952,-0.001263299,236.5865,0.0001141308,0.7402442,0.002944016,0.06346716
167,350564,237.3707,2.175521e-05,-0.005025052,3.648832e-05,0.000673251,0.0005829431,-0.0001136838,236.8637,0.0004448407,0.4632125,0.04285222,0.0005139653
168,570250,237.2054,2.174006e-05,-0.004903384,0.001125428,-0.002797898,0.005073574,0.0003020322,225.5326,0.4231872,8.000004,3.246002,0.003627801
169,282724,236.7126,2.169489e-05,-0.005020853,8.930366e-05,-0.0004543447,-2.721285e-05,-0.0008802678,236.468,0.002664619,0.2109586,9.338323e-05,0.03081531
170,490309,236.6467,2.168886e-05,-0.00502237,6.629012e-05,0.0001360504,-0.0002355861,-0.0004610927,236.6109,0.001468231,0.01891584,0.006998746,0.008454996
171,563898,236.5663,2.168149e-05,-0.005010912,-2.015274e-06,0.001000128,0.000219841,-0.0003718557,235.5326,1.356953e-06,1.022203,0.006094503,0.005499027
172,481799,236.4622,2.167195e-05,-0.005019383,0.000187389,-0.0003342178,3.486467e-05,-0.0004076055,236.3296,0.01173234,0.1141525,0.0001532823,0.006607192
173,190042,236.3746,2.166391e-05,-0.005019702,2.678721e-05,7.268066e-05,-0.0002689388,7.105718e-05,236.3596,0.0002397462,0.005398387,0.009120692,0.000200795
174,307362,236.3689,2.166339e-05,-0.005018599,-3.951254e-05,0.0002959463,-0.0004169288,-0.0001680818,236.2558,0.0005216348,0.08950597,0.02192021,0.001123513
175,125666,236.0354,2.163283e-05,-0.005009505,5.146271e-06,-0.0007495473,0.0006901328,0.0001556674,235.4003,8.848751e-06,0.5741487,0.06006012,0.0009636783
176,60605,235.9956,2.162918e-05,-0.005012001,-6.943251e-06,-0.0005495385,0.0004262381,-0.0008559664,235.6349,1.610729e-05,0.308619,0.02291002,0.02913737
177,625887,235.8023,2.161147e-05,-0.005002668,-3.448138e-05,0.001000997,-7.786867e-05,-0.0006917562,234.7581,0.0003972518,1.023981,0.0007646212,0.01903019
178,171589,235.7917,2.161049e-05,-0.005013498,-1.879629e-05,4.477086e-05,1.505255e-05,-0.0005901895,235.7757,0.0001180431,0.002048411,2.857201e-05,0.01385224
179,97287,235.774,2.160887e-05,-0.005003063,5.10141e-05,-0.0009336062,0.0006097398,-0.001005829,234.7953,0.0008695152,0.8907458,0.04688241,0.04023325
180,145784,235.728,2.160465e-05,-0.005012352,-1.976939e-05,0.0001851018,4.108411e-05,0.0007865913,235.668,0.000130582,0.03501446,0.0002128476,0.02460567
181,17667,235.5996,2.159289e-05,-0.005007557,4.693088e-05,-0.0006073265,-0.0001914616,3.999745e-05,235.2173,0.000735892,0.3769387,0.004622577,6.362113e-05
182,658396,235.2844,2.1564e-05,-0.005007321,3.907295e-06,0.0002819029,6.352003e-05,0.0004370808,235.1951,5.100927e-06,0.08121297,0.0005087943,0.007597318
183,90039,235.261,2.156185e-05,-0.005006141,1.062862e-05,-8.564044e-05,-0.001077725,0.0007554407,235.0843,3.774419e-05,0.007495216,0.1464661,0.02269539
184,626727,235.2262,2.155867e-05,-0.004999034,8.842398e-06,0.0008793416,-0.000239792,0.0005370859,234.4173,2.612383e-05,0.7902083,0.007250871,0.01147161
185,352035,235.2113,2.15573e-05,-0.004239612,0.001735898,-0.006927008,0.01097207,-0.005896438,168.6046,1.006804,49.0363,15.18091,1.382663
186,318933,235.143,2.155104e-05,-0.004986323,0.0001076862,0.001345954,0.0006798855,0.000266056,233.2267,0.003874514,1.851342,0.05828978,0.002815029
187,678947,235.0051,2.15384e-05,-0.005003374,-1.013994e-06,-4.633024e-05,0.0006590949,-0.001764109,234.8244,3.435322e-07,0.002193589,0.05477935,0.1237621
188,449266,234.998,2.153775e-05,-0.00500464,3.995871e-05,-0.0001144512,0.0002799869,0.0008817603,234.9433,0.0005334819,0.01338651,0.009885443,0.03091989
189,65045,234.9948,2.153746e-05,-0.004707619,0.000947838,-0.004007201,0.009069914,0.0008334478,207.8835,0.3001684,16.41,10.37354,0.02762446
190,154766,234.9699,2.153517e-05,-0.005000869,6.89056e-05,0.0005906699,-0.0002962134,0.0005331971,234.5894,0.001586374,0.3565463,0.01106446,0.01130609
191,318805,234.7171,2.1512e-05,-0.004997695,0.0001552563,-0.0005393771,1.354565e-05,0.001737154,234.2917,0.008053694,0.2973112,2.313773e-05,0.120009
192,858740,234.5047,2.149254e-05,-0.004987589,-4.82164e-05,0.001047693,-0.0004792188,0.0004526924,233.3451,0.0007767588,1.121745,0.02895933,0.008149733
193,12006,234.4884,2.149104e-05,0.001718379,-0.001969129,0.01312477,-0.00864063,0.02244833,27.69843,1.295522,176.0393,9.414814,20.04034
194,740277,234.3637,2.147961e-05,-0.004985534,8.597333e-05,0.001059518,0.0005745604,-0.0007010946,233.1528,0.002469586,1.14721,0.04162865,0.01954745
195,308490,234.2122,2.146574e-05,-0.004995404,2.851251e-05,-0.0003611337,-9.686237e-05,0.0001217292,234.0769,0.0002716236,0.1332792,0.001183126,0.0005892864
196,510515,234.1708,2.146193e-05,-0.004978167,0.0002035774,-0.0006855688,0.003056612,-0.0009267232,232.4643,0.01384701,0.4803175,1.178152,0.03415364
197,316888,234.1508,2.146011e-05,-0.004976575,-9.851846e-05,0.001309242,-0.0003672283,0.001260552,232.3157,0.003242888,1.751727,0.01700565,0.0631915
198,534347,234.0582,2.145162e-05,-0.004992687,0.0001813379,0.000407001,0.0005963474,-0.0005210959,233.8223,0.01098687,0.1692845,0.04484557,0.01079872
199,226405,233.9274,2.143963e-05,-0.004991896,0.0001317021,-0.0002079279,0.0006601856,-0.001364824,233.7483,0.005795379,0.04418265,0.0549608,0.0740782
200,130567,233.8803,2.143531e-05,-0.004992372,-5.751427e-05,0.0002000438,-0.0005652762,0.0003589045,233.7928,0.001105218,0.0408956,0.04029418,0.00512265
